country_code,name,type,gender,population
PL,Adasz,lastname,,
PL,Mikrzyńska,lastname,F,1
PL,Wygos,lastname,,
PL,Kazimińska,lastname,F,3
CZ,Schweder,lastname,M,2
PL,Harmauza,lastname,,
HU,Miklós Endre,firstname,M,3
PL,Gladis,lastname,,56
PL,Łochwinowicz,lastname,,5
HU,Oldi,lastname,U,12
HU,Gubacskó,lastname,U,6
CZ,Tachajev,lastname,M,3
CZ,Krawczuk,lastname,M,4
CZ,Koneková,lastname,F,6
PL,Żołtyniak,lastname,,4
CZ,Wesselin,firstname,,1
CZ,Domjánová,lastname,F,4
PL,Kolasko,lastname,,
PL,Levano,lastname,,1
PL,Pomeraniec,lastname,,5
PL,Pachołowska,lastname,F,9
PL,Pielicha,lastname,,1
HU,Ákos Bertalan,firstname,M,5
PL,Teut,lastname,,
CZ,Caklová,lastname,F,268
PL,Skwarka,lastname,,259
CZ,Tipler,lastname,M,1
PL,Padało,lastname,,1
CZ,Deríková,lastname,F,2
SK,Kaplár,lastname,,21
PL,Zdzikowska,lastname,F,7
PL,Skrętarska,lastname,,1
CZ,Jelluš,lastname,M,2
PL,Stępniewicz,lastname,,205
HU,Zétény Péter,firstname,M,4
PL,Jargiła,lastname,,
PL,Sykulska,lastname,F,556
SK,Krivá,lastname,,146
PL,Stazińska,lastname,F,2
PL,Łaciniak,lastname,,3
HU,Repóth,lastname,U,3
HU,Max Ludwig,lastname,U,3
PL,Risop,lastname,,4
PL,Giełazia,lastname,,
PL,Gmiatkowska,lastname,,
PL,Sokołowicz,lastname,,276
HU,Máté Rudolf,firstname,M,6
PL,Powsińska,lastname,F,92
HU,Rabi,lastname,U,903
PL,Zdusiak,lastname,,
HU,Gurmai,lastname,U,243
CZ,Kupczyková,lastname,F,14
SK,Obrancová,lastname,,11
HU,Szarah,firstname,,2
SK,Ondík,lastname,,61
PL,Barytka,lastname,,
CZ,Timothy Ben,firstname,,1
PL,Bieniosek,lastname,,77
CZ,Vajkaiová,lastname,F,4
PL,Rępczyńska,lastname,F,1
CZ,Imeri,lastname,M,10
PL,Kręblaś,lastname,,16
HU,Homen,lastname,U,36
CZ,Kopčanský,lastname,M,10
HU,Mixtai,lastname,U,9
CZ,Obejdová,lastname,F,11
PL,Bławzdziewicz,lastname,,8
CZ,Horbec,lastname,M,1
CZ,Athanasiadu,lastname,M,1
PL,Kartonowicz,lastname,,9
HU,Benjámin Levente,firstname,M,10
CZ,Hédervári,lastname,M,22
SK,Tomašovychová,lastname,,8
PL,Franusiszyn,lastname,,
CZ,Bui Vanová,lastname,F,1
HU,Zétény József,firstname,M,3
CZ,Grőblová,lastname,F,2
HU,Levente Solt,firstname,M,3
PL,Slesik,lastname,,20
CZ,Moran Herta,firstname,,1
SK,Bodzsár,lastname,,128
PL,Szkupiński,lastname,M,63
SK,Šišková,firstname,,
PL,Somerski,lastname,M,28
PL,Terndak,lastname,,1
CZ,Švajcrová Vaníčková,lastname,F,1
HU,Balázsvári,lastname,U,6
PL,Smentowski,lastname,M,9
CZ,Zduba,lastname,M,21
PL,Beskow,lastname,,16
PL,Włosion,lastname,,
HU,Dzsenifer Klarissza,firstname,F,1
CZ,Yaqoob Khurram,firstname,,1
CZ,Toĺog,lastname,M,2
PL,Rośmiarek,lastname,,8
SK,Groschmidt,lastname,,5
PL,Darcz,lastname,,124
CZ,Niesyt,lastname,M,21
HU,Bükösi,lastname,U,6
SK,Hrebeňárová,lastname,,42
PL,Krumkowska,lastname,F,1
HU,Schörverth,lastname,U,3
CZ,Vaňátková Bendová,lastname,F,1
HU,Zapata Danger,lastname,U,3
CZ,Bezdomnikov,lastname,M,6
CZ,Olejarčik,lastname,M,1
CZ,Lučkovová,lastname,F,1
CZ,Šablij,lastname,M,2
HU,Bánstik,lastname,U,6
CZ,Palešová,lastname,F,1
CZ,Franziska Jarmila,firstname,,1
PL,Nowatczyńska,lastname,F,8
CZ,Laššáková,lastname,F,23
PL,Waledzka,lastname,F,5
PL,Fejfer,lastname,,175
HU,Kesler,lastname,U,
PL,Kaner,lastname,,2
CZ,Kasaj,lastname,M,12
CZ,Oskár,firstname,,28
CZ,Kadlót,lastname,M,3
CZ,Akpan,lastname,M,2
PL,Bostak,lastname,,
PL,Czich,lastname,,59
PL,Czermikowska,lastname,,
PL,Fajklowicz,lastname,,5
PL,Sigmański,lastname,M,12
PL,Gorszonowska,lastname,F,7
PL,Łukacka,lastname,F,34
PL,Ośko,lastname,,856
HU,Polgár,lastname,U,5058
PL,Błachman,lastname,,
PL,Szubielak,lastname,,49
PL,Spentany,lastname,,9
CZ,Thomas George,firstname,,5
PL,Morhonowicz,lastname,,3
CZ,Kurilová,lastname,F,15
PL,Ewiktorowicz,lastname,,1
PL,Siemiontkowska,lastname,F,26
CZ,Ester Amelie,firstname,,1
PL,Duliarz,lastname,,2
HU,Gállik,lastname,U,3
HU,Demirkan,lastname,U,6
PL,Kawszyn,lastname,,64
SK,Semanick,lastname,,
HU,Dzsenifer Magdolna,firstname,F,5
PL,Bonazzo,lastname,,2
SK,Cholvád,lastname,,3
HU,Flórián Gusztáv,firstname,M,1
PL,Gozdoj,lastname,,2
PL,Nikodasz,lastname,,
CZ,Reljić,lastname,M,5
PL,Ceglarek,lastname,,2616
PL,Swituła,lastname,,2
HU,Ajnácska Éva,firstname,F,1
PL,Bolesewicz,lastname,,1
PL,Gut-Szczerba,lastname,,3
CZ,Lambov,lastname,M,2
PL,Jester,lastname,,7
HU,Elvira Anikó,firstname,F,4
SK,Nor,lastname,,
PL,Rądaszka,lastname,,1
SK,Peťková,firstname,,
CZ,Byrová,lastname,F,3
SK,Adamoyurka,lastname,,
PL,Choteńska,lastname,,
PL,Łapienicki,lastname,M,3
PL,Bomtsz,lastname,,
PL,Dynawski,lastname,M,1
PL,Córka,lastname,,4
CZ,Jakub Florián,firstname,,1
PL,Dynisz,lastname,,2
CZ,Schwetzová,lastname,F,18
PL,Stach,lastname,,2914
HU,Ováry,lastname,U,3
PL,Dziewięcki,lastname,M,1151
CZ,O'Neill-Walters,lastname,M,1
CZ,Matasoppelová,lastname,F,1
PL,Beyl,lastname,,18
CZ,Voloczek,lastname,M,6
PL,Plewa,lastname,,4595
PL,Wajur,lastname,,
CZ,Rytikov,lastname,M,4
HU,Gyorbiro,lastname,U,3
CZ,Pabst,lastname,M,8
PL,Woszczyłowicz,lastname,,
CZ,Pavlína Jarmila,firstname,,1
PL,Bonczor,lastname,,1
CZ,Čilípková,lastname,F,1
PL,Stalmacka,lastname,,
PL,Swigońska,lastname,F,15
CZ,Tarr,lastname,M,4
PL,Wawrzewski,lastname,M,37
CZ,Hajšman,lastname,M,230
CZ,Crhonek,lastname,M,218
CZ,Yael Dorit,firstname,,1
HU,Julianna Györgyi,firstname,F,3
CZ,Megličová,lastname,F,3
HU,Viktor Imoh,firstname,M,1
HU,Hercik,lastname,U,9
PL,Worna,lastname,,4
PL,Ratayska,lastname,,4
SK,Fülemics,lastname,,3
SK,Makišová,lastname,,24
HU,Krisztián Gábriel,firstname,M,1
PL,Pachl,lastname,,2
PL,Tłostyko,lastname,,1
PL,Piława,lastname,,1
CZ,Lackovič,lastname,M,26
HU,Kimlei,lastname,U,63
SK,Celary,lastname,,
PL,Packowicz,lastname,,
PL,Huzarow,lastname,,1
PL,Koziczak,lastname,,63
SK,Strojná,lastname,,8
PL,Gugólska,lastname,F,2
CZ,Mynarčíková Boháčová,lastname,F,1
PL,Kliniewska,lastname,F,185
PL,Pijacki,lastname,M,153
SK,Stenchláková,lastname,,66
HU,Rafajlovics,lastname,U,3
PL,Gabal,lastname,,
PL,Rosilińska,lastname,F,1
CZ,Okuněvová,lastname,F,3
CZ,Kvido,firstname,,138
PL,Porzeczkowski,lastname,M,16
PL,Mejnartowicz,lastname,,54
SK,Maryna,firstname,F,
PL,Kaszanek,lastname,,47
SK,Fendík,lastname,,6
PL,Muschol,lastname,,21
HU,János Gellért,firstname,M,1
CZ,Chyrč,lastname,M,1
PL,Czarna,lastname,,1633
HU,Prosenczki,lastname,U,6
PL,Balart,lastname,,11
CZ,Ráth,lastname,M,8
HU,Nyevzgljagyenko,lastname,U,3
PL,Drukarz,lastname,,4
PL,Ijewska,lastname,F,20
PL,Brzescińska,lastname,,1
CZ,Kryštof Edvard,firstname,,1
PL,Łompicki,lastname,M,3
HU,Bogolyová,lastname,U,3
CZ,Tu Anh,firstname,,5
PL,Starodz,lastname,,
PL,Chładyszewska,lastname,,
PL,Prałacka,lastname,F,1
SK,Dola,firstname,,
CZ,Kristian,lastname,M,696
CZ,Mennitti Soukupová,lastname,F,1
CZ,Miškeřík,lastname,M,55
CZ,Čupík,lastname,M,35
HU,Horváthné Hajdu,lastname,F,3
PL,Trottner,lastname,,5
HU,Mojtó,lastname,U,6
HU,Pinzker,lastname,U,
PL,Pytowska,lastname,F,68
PL,Jędról,lastname,,1
SK,Boronkay,lastname,,6
PL,Bławut,lastname,,131
CZ,Janiššová,lastname,F,3
HU,Vitáris,lastname,U,246
SK,Bandúr,lastname,,13
CZ,Yaron Tzvi,firstname,,1
HU,Petőházi,lastname,U,108
SK,Godovič,lastname,,6
HU,Szántóné Lusánszki,lastname,F,3
CZ,Cristani,lastname,M,1
PL,Wesiak,lastname,,1
CZ,Gleissner,lastname,M,14
PL,Turnia,lastname,,1
HU,Margit Olga,firstname,F,5
CZ,Špetl,lastname,M,23
PL,Wyszywaty,lastname,,2
CZ,Felsenberg,lastname,M,3
CZ,Tovarňáková,lastname,F,2
PL,Krumryk,lastname,,6
PL,Amburski,lastname,M,5
PL,Zwegrodzki,lastname,M,4
SK,Popadiak,firstname,,
PL,Wiertek,lastname,,97
HU,Dabolczi,lastname,U,3
HU,Virág Mariann,firstname,F,2
PL,Wikiper,lastname,,5
PL,Gonula,lastname,,
CZ,Parduba,lastname,M,13
HU,Júlia Kíra,firstname,F,2
PL,Grzemiszewska,lastname,F,2
SK,Vyhničková,lastname,,38
CZ,Martásková,lastname,F,27
PL,Hodora,lastname,,1
CZ,Darániová,lastname,F,6
HU,Rene Rajmund,firstname,M,1
HU,Ábel Jonatán,firstname,M,3
CZ,Studenovský,lastname,M,122
PL,Jachna,lastname,,711
PL,Galbarek,lastname,,1
SK,Hibshman,firstname,,
PL,Guziew,lastname,,
PL,Prodziadowicz,lastname,,1
HU,Bodonczi,lastname,U,21
PL,Kudajczyk,lastname,,57
PL,Gresikiewicz,lastname,,1
HU,Violetta Paméla,firstname,F,1
CZ,Hepilová,lastname,F,11
HU,Heléna Mercédesz,firstname,F,1
PL,Sąda,lastname,F,5
PL,Romot,lastname,,67
PL,Koślarz,lastname,,7
CZ,Monteleoneová,lastname,F,1
SK,Litviak,firstname,,
PL,Brautwein,lastname,,
SK,Zákopčanová,lastname,,19
HU,Lorenz Mazen,firstname,,1
HU,Blumenstock,lastname,U,
PL,Giergielewicz-Możajska,lastname,F,6
SK,Milo Szendrei,lastname,,5
CZ,Kosik,lastname,M,5
HU,Kíra Bettina,firstname,F,1
PL,Rejnos,lastname,,1
SK,Kostič,lastname,,32
SK,Szívosová,firstname,,
CZ,Petr Tadeáš,firstname,,1
HU,Lukácsné Kurecskó,lastname,F,3
HU,Zsurzsán,lastname,U,
HU,Vasmegyei,lastname,U,6
CZ,Batsaikhanová,lastname,F,1
CZ,Orawski,lastname,M,13
PL,Kosolencka,lastname,,
PL,Birman,lastname,,14
PL,Kedrak,lastname,,1
CZ,Nela Zoe,firstname,,1
CZ,Kożusznik,lastname,M,2
CZ,Mižík,lastname,M,2
CZ,Palovský,lastname,M,50
PL,Pleschka,lastname,,1
PL,Ponewski,lastname,M,7
PL,Rypinicki,lastname,M,1
CZ,Ostheimer,lastname,M,1
PL,Buzoń,lastname,,15
PL,Niedolewska,lastname,,1
PL,Lewdor,lastname,,
HU,Krompaszki,lastname,U,6
PL,Podlosna,lastname,,1
HU,Szplóris,lastname,U,6
CZ,Znášíková,lastname,F,8
HU,Fritsi,lastname,U,18
SK,Csápai,firstname,,
PL,Darżinow,lastname,,18
HU,Csongor Barnabás,firstname,M,9
PL,Samigórska,lastname,F,4
CZ,Práčková,lastname,F,4
PL,Dragońska,lastname,F,95
PL,Sciana,lastname,,28
PL,Piekarski,lastname,M,13292
HU,Csikó Kalocsai,lastname,U,3
PL,Gójka,lastname,,
PL,Sać,lastname,,73
PL,Wehmann,lastname,,
PL,Stychniewicz,lastname,,
HU,Zsivánovics,lastname,U,3
PL,Liśnikowska,lastname,F,43
CZ,Espondová,lastname,F,3
HU,Zrufkó,lastname,U,24
PL,Szułdrzyńska,lastname,F,23
HU,Wolczyk,lastname,U,3
PL,Pawerlowicz,lastname,,1
PL,Staweno,lastname,,3
HU,Da Silva,lastname,U,3
PL,Micholczewska,lastname,,
PL,Daperling,lastname,,
CZ,Šafařovská,lastname,M,7
SK,Vrabeľová,lastname,,21
HU,Dóra Zsófia,firstname,F,63
PL,Zdanecka,lastname,F,6
SK,Dvorak,firstname,,
PL,Siudoł,lastname,,1
PL,Młodak,lastname,,90
PL,Jarmolak,lastname,,6
PL,Gaspara,lastname,F,
HU,Sebastian Szilveszter,firstname,M,1
CZ,Pavel Lukáš,firstname,,3
HU,Fajnár,lastname,U,12
PL,Święckowicz,lastname,,
SK,Bohusal,lastname,,
CZ,Jančovič,lastname,M,74
PL,Fraidenhaim,lastname,,1
CZ,Pilitowská,lastname,M,3
PL,Sajecka,lastname,F,271
CZ,Elsayed Zahradníková,lastname,F,1
PL,Sulgostawski,lastname,M,6
PL,Sięgło,lastname,,
CZ,Buchláková,lastname,F,17
HU,Afrodité Kincső,firstname,F,1
PL,Kauczon,lastname,,
CZ,Maja Charlotte,firstname,,1
PL,Szlosarczk,lastname,,1
PL,Żyfka-Zagrodziński,lastname,M,15
PL,Wajruch,lastname,,1
SK,Poljak Škobla,lastname,,8
CZ,Vyhnanovský,lastname,M,60
PL,Żółkos,lastname,,2
CZ,Pikuliak,lastname,M,4
CZ,Velislav,firstname,,2
CZ,Liberát,firstname,,1
HU,Júlia Kincső,firstname,F,2
PL,Misterska,lastname,F,428
HU,Cecília Ibolya,firstname,F,2
SK,Pastirová,lastname,,11
CZ,Veronika Jarmila,firstname,,1
PL,Strusziński,lastname,M,1
CZ,Wilson,firstname,,86
PL,Szwagryk,lastname,,1
CZ,Husťak,lastname,M,3
HU,Noémi Klarissza,firstname,F,2
CZ,Colosi,lastname,M,1
CZ,Výtisk,lastname,M,224
HU,Goger,lastname,U,15
SK,Moráveková,lastname,,3
CZ,Zedínková,lastname,F,13
PL,Matczewski,lastname,M,5
CZ,Mária-Vivian,firstname,,1
PL,Kajciński,lastname,M,64
HU,Szilvia Sára,firstname,F,10
HU,Puglacsenko,lastname,U,9
PL,Strysik,lastname,,82
CZ,Pindor,lastname,M,48
CZ,Marta Libuše,firstname,,1
PL,Wzbranowska,lastname,F,1
HU,Páil,lastname,U,
HU,Salma,firstname,,2
SK,Stupeňová,lastname,,16
SK,Matejov,lastname,,296
PL,Remberska,lastname,F,4
PL,Szymerski,lastname,M,190
CZ,Wišniowská,lastname,M,2
PL,Schirsch,lastname,,1
PL,Cieszek,lastname,,12
CZ,Simon Daniel,firstname,,2
CZ,Nagy-Tesařová,lastname,F,4
PL,Zuberbier,lastname,,5
SK,Jachmann,firstname,,
PL,Uścisło,lastname,,2
PL,Krumrich,lastname,,13
SK,Sekulová,firstname,,
PL,Kulesiewicz,lastname,,18
HU,Rédly,lastname,U,48
PL,Karlasz,lastname,,
HU,Baiphlu-Thong,lastname,U,3
CZ,Hakobova,lastname,M,2
SK,Szydlovský,lastname,,5
CZ,Placherová,lastname,F,5
HU,Norbert Krisztián,firstname,M,78
HU,Tarhó,lastname,U,
PL,Strachulska,lastname,F,4
CZ,Ferchichi,lastname,M,1
PL,Sowirko,lastname,,22
PL,Smalawski,lastname,M,4
HU,Yvette Renáta,firstname,F,1
CZ,Nairi,firstname,,1
PL,Krzewik,lastname,,10
CZ,Falusová,lastname,F,4
PL,Zajchert,lastname,,9
PL,Łastawski,lastname,M,13
CZ,Sailerová Ganzwohlová,lastname,F,1
CZ,Paškot,lastname,M,2
CZ,Liila,firstname,,1
PL,Ciecierko,lastname,,2
PL,Irek,firstname,M,7
PL,Dolega,lastname,,608
CZ,Tokařová,lastname,F,10
CZ,Fraterová,lastname,F,12
PL,Jendrzejek,lastname,,107
CZ,Banwell,lastname,M,1
CZ,Netrdová,lastname,F,50
SK,Rácz,firstname,,
CZ,Šlagor,lastname,M,4
PL,Nidzgorski,lastname,M,406
HU,Radinka,firstname,,1
PL,Firmanty,lastname,,461
CZ,Schőttner,lastname,M,4
PL,Krzesiek,lastname,,58
SK,Csontofalský,lastname,,2
PL,Diaczun,lastname,,13
PL,Lidabarska,lastname,F,4
PL,Voss,lastname,,131
PL,Birczyński,lastname,M,16
SK,Shag,lastname,,
CZ,Lambrichts,lastname,M,1
HU,Elizabet Zsófi,firstname,F,1
CZ,Költö,lastname,M,14
HU,Czmór,lastname,U,3
CZ,Akai Afrada,firstname,,1
SK,Kaššová,firstname,,
PL,Bącner,lastname,,
PL,Kiedrys,lastname,,1
PL,Bisakowski,lastname,M,7
PL,Pereyma,lastname,,5
SK,Merkovská,lastname,,29
CZ,Hirsche,lastname,M,1
CZ,Rep,lastname,M,1
CZ,Hrabárová,lastname,F,6
PL,Nowczuk,lastname,,
SK,Kútyiková,lastname,,1
PL,Biegiesz,lastname,,47
PL,Żurafa,lastname,,1
PL,Sambura,lastname,,4
HU,Schvart,lastname,U,21
CZ,Bogdanovský,lastname,M,1
HU,Kubalik,lastname,U,9
PL,Róblewski,lastname,M,1
CZ,Chriašteľ,lastname,M,5
PL,Semenowska,lastname,F,1
HU,Balde,lastname,U,6
SK,Suľa,firstname,,
CZ,Karolína Maria,firstname,,1
HU,Mauro,firstname,,1
PL,Hołowczak,lastname,,193
PL,Przysadna,lastname,,3
PL,Cyporska,lastname,F,1
HU,Györgyicsek,lastname,U,3
SK,Prohira,lastname,,
HU,Donovár,lastname,U,36
HU,Pozdora,lastname,U,6
PL,Piasczyński,lastname,M,2
HU,Hernek,lastname,U,105
CZ,Valkoš,lastname,M,2
HU,Adél Leonetta,firstname,F,1
SK,Okrutski,lastname,,
PL,Steranka,lastname,,80
HU,Bachorik,lastname,U,
HU,Siemelink,lastname,U,6
HU,Filkor,lastname,U,195
HU,Banadics,lastname,U,54
PL,Kuczmerski,lastname,M,10
CZ,Potpinka,lastname,M,1
CZ,Ravas,lastname,M,10
HU,Gyöngyvér Judit,firstname,F,5
CZ,Mihalenko,lastname,M,1
PL,Grącek,lastname,,1
SK,Junoš,lastname,,13
PL,Wilczykańska,lastname,,1
HU,Daniella Noémi,firstname,F,3
PL,Adamidis,lastname,,11
CZ,Dodávka,lastname,M,9
CZ,Štafurik,lastname,M,17
CZ,Ryder,lastname,M,2
SK,Jurašovský,lastname,,6
CZ,Síbal,lastname,M,9
CZ,Dráždanský,lastname,M,1
HU,Némethné Jakab,lastname,F,3
PL,Pretorius,lastname,,52
PL,Żucholska,lastname,,1
CZ,Melissa Věra,firstname,,1
HU,Knézics,lastname,U,3
PL,Jałowiecki,lastname,M,1247
HU,Blumm,lastname,U,
PL,Hryniwiecka,lastname,,1
PL,Christon,lastname,,1
CZ,Rohringer,lastname,M,1
PL,Dymucha,lastname,,14
PL,Niemer,lastname,,1
PL,Szwetzko,lastname,,2
HU,Prescornita,lastname,U,3
PL,Polewojczyk,lastname,,1
PL,Dobieszyński,lastname,M,8
PL,Żołmowski,lastname,M,1
CZ,Geková,lastname,F,1
SK,Gyuroš,lastname,,3
PL,Przyracki,lastname,M,4
PL,Maliszczak,lastname,,188
PL,Czawkowska,lastname,F,4
HU,Kamilla Vilma,firstname,F,1
PL,Donacki,lastname,M,21
CZ,Hűbek,lastname,M,1
CZ,Rifel,lastname,M,2
CZ,Flade,lastname,M,1
PL,Zelancewicz,lastname,,
HU,Konrádi,lastname,U,39
CZ,Habadová,lastname,F,128
PL,Morstin,lastname,,33
CZ,Viktorie Frances,firstname,,1
CZ,Britzmann,lastname,M,5
CZ,Schroeterová,lastname,F,3
PL,Tonajan,lastname,,1
HU,Mirkó Milán,firstname,M,1
SK,Havjar,lastname,,2
SK,Lichvarik,lastname,,6
PL,Ciupecka,lastname,,1
SK,Nadja,firstname,F,
PL,Opyrghał,lastname,,1
PL,Buchez,lastname,,1
PL,Korajda,lastname,,56
PL,Średnica,lastname,,1
CZ,Scholzová Vídenová,lastname,F,1
PL,Przysiadłowska,lastname,F,12
HU,Ferenc Imre,firstname,M,30
HU,Gödörházy,lastname,U,3
PL,Jarnolińska,lastname,,
PL,Woraczek,lastname,,42
CZ,Dzielski,lastname,M,3
PL,Dransejko,lastname,,1
HU,Mühlich,lastname,U,6
PL,Skarbuła,lastname,,1
PL,Mochołowska,lastname,F,1
HU,Nicoleta Mariana,firstname,,1
PL,Żąbek,lastname,,2
HU,Kerekesné Balázs,lastname,F,3
CZ,Jandečková,lastname,F,120
SK,Schwarcz,firstname,,
HU,Glória Ivett,firstname,F,1
PL,Wituchowska,lastname,F,24
SK,Bašniarová,lastname,,3
CZ,Voštera,lastname,M,23
PL,Przyklang,lastname,,5
CZ,Šimoník,lastname,M,419
CZ,Krupičková Dobiášová,lastname,F,1
HU,Pindorfer,lastname,U,
CZ,Braitová,lastname,F,1
PL,Nolberska,lastname,F,34
SK,Pucoven,lastname,,6
PL,Similak,lastname,,116
PL,Kosterzewska,lastname,,
PL,Nechonzon,lastname,,2
CZ,Khatebová,lastname,F,1
CZ,Hyblbauerová,lastname,F,11
SK,Kováts,lastname,,18
HU,Lükkön,lastname,U,9
PL,Kalfus,lastname,,2
HU,Finster,lastname,U,33
HU,Olivia Vivien,firstname,F,1
CZ,Fišič,lastname,M,1
CZ,Kubecová,lastname,F,503
PL,Brazina,lastname,,1
PL,Smarzla,lastname,F,1
HU,Báló,lastname,U,360
HU,Dzsenifer Edit,firstname,F,7
PL,Welanyk,lastname,,12
HU,Henriett Mariann,firstname,F,1
PL,Korumna,lastname,,8
PL,Fuksmima,lastname,,1
PL,Ganienko,lastname,,
PL,Sabelek,lastname,,11
CZ,Zarachovská,lastname,M,2
HU,Szajler,lastname,U,3
PL,Drezler,lastname,,22
PL,Świerzcińska,lastname,,1
SK,Sadlek,lastname,,26
SK,Orchidea,firstname,F,
CZ,Ostermeierová,lastname,F,1
CZ,Ivanna,firstname,,16
HU,Vietzke,lastname,U,3
PL,Poszwald,lastname,,63
CZ,Marleen,firstname,,3
PL,Handa,lastname,F,226
PL,Szymbórska,lastname,,1
PL,Koćmil,lastname,,3
PL,Kanonowicz,lastname,,111
CZ,Talijančić,lastname,M,3
CZ,Frej,lastname,M,39
CZ,Znidi,lastname,M,1
PL,Cieślachowski,lastname,M,104
PL,Hnatowicz,lastname,,65
HU,Szegle,lastname,U,24
PL,Łenik,lastname,,
SK,Alexaj,lastname,,11
PL,Dołha,lastname,F,35
HU,Freya Enikő,firstname,F,1
HU,Letícia Alexandra,firstname,F,1
HU,Mahner,lastname,U,3
CZ,Lababidi,lastname,M,2
PL,Menczykowska,lastname,F,56
PL,Pietrońska,lastname,F,68
CZ,Zaunstöcková,lastname,F,2
HU,Győző Roland,firstname,M,2
CZ,Úterský,lastname,M,8
CZ,Moucal,lastname,M,4
PL,Tomanik,lastname,,255
HU,Ofcsák,lastname,U,9
PL,Lajska,lastname,F,17
HU,Letícia,lastname,U,3
SK,Závacký,firstname,,
PL,Ślepieńczuk,lastname,,8
PL,Wata,lastname,,241
HU,Gersmajer,lastname,U,
CZ,Cupelli,lastname,M,1
PL,Zybutowicz,lastname,,
CZ,Daičar,lastname,M,3
PL,Horwalik,lastname,,
PL,Czapka,lastname,,1313
PL,Ralis,lastname,,
HU,Angéla Etelka,firstname,F,3
CZ,Bednarzová,lastname,F,52
CZ,Židkov,lastname,M,3
HU,Baranyás,lastname,U,33
CZ,Zástavka,lastname,M,1
SK,Pancuraková,lastname,,2
PL,Meslik,lastname,,42
CZ,Šimonovičová,lastname,F,24
PL,Ileniec,lastname,,6
CZ,Herzinger,lastname,M,32
PL,Sobiciński,lastname,M,3
SK,Kalaposová,firstname,,
CZ,Barčin,lastname,M,5
PL,Maksuś,lastname,,9
HU,Edvárd Gábor,firstname,M,1
HU,Ruchti,lastname,U,3
HU,Norman Bennó,firstname,M,1
PL,Ulżańska,lastname,F,5
SK,Vag,lastname,,
PL,Etenkowski,lastname,M,21
PL,Ładach,lastname,,1
CZ,Šmirg,lastname,M,7
HU,Téli,lastname,U,87
HU,Pampuch,lastname,U,21
CZ,Amicikroutilová,lastname,F,1
PL,Świadek,lastname,,793
PL,Nadobska,lastname,,
PL,Kupecki,lastname,M,99
CZ,Hekrla,lastname,M,14
PL,Stachuta,lastname,,2
PL,Sirojec,lastname,,1
HU,Kulkai,lastname,U,3
PL,Buchomicz,lastname,,
HU,Dragostan,lastname,U,6
PL,Wieloszyński,lastname,M,131
PL,Bylika,lastname,,
PL,Piatnyczuk,lastname,,
PL,Podstawec,lastname,,
CZ,Mutschlerová,lastname,F,1
HU,Nikolett Marcellina,firstname,F,1
HU,Auguszta Veronika,firstname,F,1
CZ,Filipík,lastname,M,29
SK,Chanel,firstname,F,
PL,Stelke,lastname,,3
PL,Kubeczak,lastname,,51
HU,Csapláros,lastname,U,84
PL,Tetmajer,lastname,,11
SK,Roštár,firstname,,
PL,Więżowski,lastname,M,3
HU,Barilovits,lastname,U,18
CZ,Diesner,lastname,M,9
CZ,Entchevová,lastname,F,1
HU,Földmives,lastname,U,3
CZ,Főrstrová,lastname,F,3
CZ,Sowiňski,lastname,M,2
PL,Naziębło,lastname,,122
PL,Szczekla,lastname,,4
PL,Wlazełko,lastname,,17
PL,Kubieniak,lastname,,7
PL,Wajndok,lastname,,1
PL,Szułko,lastname,,1
CZ,Blažovská,lastname,M,2
PL,Ryfa,lastname,,774
PL,Cętar,lastname,,7
CZ,Sekavová,lastname,F,48
SK,Pantoková,lastname,,2
CZ,Frémont,lastname,M,1
PL,Grendziński,lastname,M,31
PL,Gładczyński,lastname,M,29
HU,Martos Ében,firstname,M,1
CZ,Perekopský,lastname,M,1
PL,Gambuś,lastname,,157
PL,Zwolankowski,lastname,M,6
PL,Penkałła,lastname,,1
PL,Strupek,lastname,,4
HU,Molli Lea,firstname,F,1
CZ,Friedauer,lastname,M,1
SK,Majoros,firstname,,
CZ,Carrascosa,lastname,M,1
PL,Rzemeła,lastname,,
HU,Forintos,lastname,U,351
PL,Gersiak,lastname,,3
HU,Jennifer Noémi,firstname,F,1
CZ,Lipovec,lastname,M,3
PL,Puchora,lastname,,
PL,Floc,lastname,,1
PL,Wyporek,lastname,,79
HU,Nikolett Kinga,firstname,F,22
PL,Mocica,lastname,,1
SK,Petreas,lastname,,
HU,Győző Norbert,firstname,M,3
CZ,Natalia Jana,firstname,,1
PL,Trzyńska,lastname,F,73
HU,Geraldina,firstname,,2
PL,Bul,lastname,,483
CZ,Cau,lastname,M,1
HU,Cumming,lastname,U,6
CZ,Worman Moličová,lastname,F,1
CZ,Štěchovská Kunstová,lastname,F,1
PL,Sonkól,lastname,,
CZ,Frank Sebastian,firstname,,1
HU,Ádel Márkó,firstname,M,1
HU,Maruzzi,lastname,U,3
SK,Octavian,firstname,M,
HU,Gomzi,lastname,U,3
PL,Liwocka,lastname,,1
PL,Buchinger,lastname,,16
SK,Chachuľa,lastname,,5
PL,Chrust,lastname,,300
PL,Choim,lastname,,115
HU,Pauly,lastname,U,3
CZ,Petrtýlová,lastname,F,114
HU,Richnovszky,lastname,U,18
CZ,Vrtělová,lastname,F,132
SK,Betteš,lastname,,27
PL,Dziergawko,lastname,,16
SK,Panick,firstname,,
CZ,Marešovský,lastname,M,22
