country_code,name,type,gender,population
PL,Zamójć,lastname,,1
CZ,Trýznová,lastname,F,69
CZ,Řabková,lastname,F,9
HU,Roxána Julietta,firstname,F,1
CZ,Vopálková Skalská,lastname,M,1
CZ,Střibná,lastname,M,2
HU,Zsuzsanna Jusztina,firstname,F,3
PL,Brawański,lastname,M,162
CZ,Kanasarosová,lastname,F,1
PL,Strzałowski,lastname,M,3
PL,Stronski,lastname,M,14
HU,Otroscsenkó,lastname,U,3
PL,Swacik,lastname,,4
PL,Marczorz,lastname,,1
SK,Fajdek,lastname,,21
SK,Rigan,firstname,,
CZ,Ďuchová,lastname,F,5
HU,Kollacsek,lastname,U,
SK,Hackenberg,firstname,,
HU,Holczstein,lastname,U,
CZ,Santiago Victor,firstname,,1
PL,Kalyciok,lastname,,43
HU,Janni,lastname,U,54
CZ,Labaštová,lastname,F,31
PL,Wiwijas,lastname,,9
HU,Hanzhanz,lastname,U,
PL,Marengo,lastname,,1
PL,Ryfka,lastname,,377
HU,Boglárka Lúcia,firstname,F,2
CZ,Brixíová,lastname,F,17
CZ,Metylová,lastname,F,3
HU,Roxána Kármen,firstname,F,1
HU,Bolyki,lastname,U,204
PL,Bluss,lastname,,
CZ,Koffer,lastname,M,13
HU,Zsanett Izolda,firstname,F,1
PL,Jurkiew,lastname,,44
CZ,Liana May,firstname,,1
HU,Viktor Hugó,firstname,M,1
CZ,Vellechová,lastname,F,15
HU,Rakovács,lastname,U,6
CZ,Milan Andrew,firstname,,1
PL,Zieta,lastname,,4
PL,Curulewska,lastname,,
SK,Polák,lastname,,5608
CZ,Hedová,lastname,F,5
CZ,Markel,firstname,,25
CZ,Rampas,lastname,M,180
HU,Erika Leticia,firstname,F,1
PL,Jastrzemska,lastname,F,257
HU,Tóth-Martinez,lastname,U,3
PL,Fułat,lastname,,220
HU,Csano,lastname,U,
HU,Radinkovics,lastname,U,3
SK,Cigľarik,lastname,,6
CZ,Chuchúr,lastname,M,1
PL,Cieśniowski,lastname,M,1
CZ,Drbalová Nacházelová,lastname,F,1
SK,Kačínec,lastname,,3
PL,Kutyka,lastname,,1
PL,Wytykowski,lastname,M,94
PL,Duminczak,lastname,,1
PL,Wrzaszczewicz,lastname,,1
CZ,Justýna Vita,firstname,,1
PL,Kiprowska,lastname,F,82
SK,Lican,lastname,,
PL,Juliańczuk,lastname,,
CZ,Adla,firstname,,5
PL,Fotiadis,lastname,,23
CZ,Effenbergerová,lastname,F,289
CZ,Antoličová,lastname,F,8
SK,Frištyk,lastname,,13
CZ,Gotěk,lastname,M,3
HU,Rozina Ilonka,firstname,F,1
CZ,Mazík,lastname,M,3
PL,Szpilowska,lastname,F,69
HU,Fortin,lastname,U,3
CZ,Kišari,lastname,M,5
SK,Kumančíková,lastname,,35
CZ,Nela Františka,firstname,,1
PL,Żontek,lastname,,14
PL,Jojczuk,lastname,,18
PL,Burzeńska,lastname,,
SK,Katsmar,lastname,,
CZ,Schilanská,lastname,M,2
SK,Valtteri,firstname,M,
HU,Csohai,lastname,U,3
HU,Le Fhi Quyanh,lastname,U,3
HU,Gradsack,lastname,U,3
HU,Amberg,lastname,U,15
HU,Mathews,lastname,U,3
PL,Dyrakow,lastname,,1
CZ,Grimmelová,lastname,F,2
PL,Bakony,lastname,,1
PL,Zydko,lastname,,3
CZ,Amir Samy,firstname,,1
PL,Baldiszak,lastname,,3
HU,Gutper,lastname,U,3
HU,Mária Izabella,firstname,F,31
PL,Sleżyński,lastname,M,8
PL,Dudajc,lastname,,1
PL,Żywilla,lastname,,
HU,Kovács-Antal,lastname,U,3
PL,Puwek,lastname,,11
SK,Harm,lastname,,
PL,Świątała,lastname,,1
CZ,Jiřišťová,lastname,F,31
PL,Grabełusz,lastname,,
SK,Halapyova,lastname,,
CZ,Borisjuková,lastname,F,6
CZ,Csiková,lastname,F,11
HU,Hondema,lastname,U,6
CZ,Michaela Elli,firstname,,1
SK,Polacek,firstname,,
PL,Wilczpolska,lastname,,1
PL,Bielejewska,lastname,F,308
PL,Pikłos,lastname,,
PL,Furmanczyk,lastname,,19
CZ,Čerbačeská,lastname,M,6
CZ,Baluška,lastname,M,5
CZ,Woronyczová,lastname,F,3
PL,Dwojek,lastname,,1
PL,Posuwiak,lastname,,1
PL,Stonoch,lastname,,1
CZ,Ficzeriová,lastname,F,1
PL,Połatyńska,lastname,F,477
PL,Bartusik,lastname,,283
CZ,Treitnerová,lastname,F,3
SK,Szíkora,lastname,,3
SK,Vojislava,firstname,F,
HU,Amina Erika,firstname,F,2
PL,Korleto,lastname,,2
SK,Welebir,firstname,,
SK,Rafaelová,lastname,,1029
HU,Zsíri,lastname,U,12
CZ,Vyzina,lastname,M,43
PL,Gerylewicz,lastname,,
HU,Aliz Ditta,firstname,F,1
PL,Zglejszczewska,lastname,,1
HU,Olívia Glória,firstname,F,1
CZ,Aljeksejev,lastname,M,1
CZ,Padjenová,lastname,F,1
PL,Polska Sp. Z O.O.,lastname,,
SK,Mašleník,lastname,,5
SK,Máhrová,lastname,,13
SK,Scholik,firstname,,
PL,Szmolowski,lastname,M,8
CZ,Dunaja,lastname,M,23
CZ,Loucký,lastname,M,210
HU,Bese Bálint,firstname,M,2
PL,Raczyła,lastname,,46
CZ,Lavrišin,lastname,M,4
SK,Telesnický,lastname,,14
HU,Blun,lastname,U,
SK,Povec,lastname,,29
PL,Dziedzińska,lastname,F,711
CZ,Robotisová,lastname,F,1
PL,Gadowiak,lastname,,
PL,Wesierowska,lastname,F,1
PL,Drzążdżyńska,lastname,F,1
HU,Molnárné Szabó,lastname,F,6
HU,Katalin Genovéva,firstname,F,1
CZ,Bao,firstname,,4
CZ,Noriko,firstname,,2
SK,Brozmanová,firstname,,
CZ,Almášová,lastname,F,4
PL,Sporchill,lastname,,1
CZ,Razgyelová,lastname,F,6
PL,Eiminowicz,lastname,,2
SK,Beniach,firstname,,
CZ,Hombauerová,lastname,F,1
PL,Nieczypor,lastname,,153
PL,Disner,lastname,,
PL,Nocheń,lastname,,2
PL,Anta,lastname,,14
HU,Stefánia Szabina,firstname,F,1
PL,Coija,lastname,,
SK,Kostelný-Babušík,firstname,,
SK,Ruňáková,lastname,,6
CZ,Đokićněmečková,lastname,F,1
HU,Czébe,lastname,U,6
SK,Lantódy,lastname,,14
CZ,Holzová,lastname,F,15
PL,Urai,lastname,,1
PL,Zbieciak,lastname,,3
HU,Blanka Zsanna,firstname,F,1
PL,Siekawiec,lastname,,2
PL,Palacios,lastname,,3
HU,Tünde Irén,firstname,F,58
SK,Takáčová,firstname,,
SK,Tudja,lastname,,30
HU,Edinamária,firstname,,1
PL,Smochuł,lastname,,1
CZ,Wneková,lastname,F,18
SK,Petrovčinová,lastname,,38
PL,Bodalski,lastname,M,170
HU,Porer,lastname,U,3
PL,Gałanik,lastname,,15
CZ,Štrichel,lastname,M,9
HU,Greznerics,lastname,U,6
PL,Bohaterowicz,lastname,,23
PL,Kortyś,lastname,,1
PL,Nietkiewicz,lastname,,1
PL,Łazurczak,lastname,,1
CZ,Lešnofová,lastname,F,5
HU,Szabolcs Jenő,firstname,M,7
CZ,Boučková Mašínová,lastname,F,1
PL,Chlibik,lastname,,1
PL,Błoszczyński,lastname,M,27
PL,Pytala,lastname,,1
PL,Grobnicka,lastname,,
HU,Szónya,lastname,U,15
PL,Backusz,lastname,,
CZ,Lankovová,lastname,F,3
PL,Bazis,lastname,,22
HU,Toht,lastname,U,
HU,Szelina Ramóna,firstname,F,2
SK,Doliničová,lastname,,67
HU,Lalaktos,lastname,U,3
CZ,Kermesová,lastname,F,30
SK,Galiová,lastname,,13
PL,Barker,lastname,,4
CZ,Halvorsen,lastname,M,1
HU,Győző Tamás,firstname,M,1
PL,Nawelajk,lastname,,2
PL,Sachajdek,lastname,,1
PL,Kłyszejko,lastname,,218
PL,Laps,lastname,,172
SK,Germack,lastname,,
CZ,Kiwaková,lastname,F,3
PL,Sobestyan,lastname,,1
SK,Jankay,lastname,,
PL,Biegiedza,lastname,,1
HU,Ivancu,lastname,U,3
PL,Rychlicka,lastname,F,1987
PL,Juszkowski,lastname,M,79
SK,Stupal,firstname,,
PL,Bernekier,lastname,,34
HU,Fülekiné Csernák,lastname,F,3
CZ,Zoder,lastname,M,26
PL,Jędrusyna,lastname,,42
SK,Davidovics,lastname,,
CZ,Suarez,lastname,M,8
CZ,Radlerová,lastname,F,7
HU,Burchard-Rutkai,lastname,U,3
PL,Jaskółecka,lastname,F,18
PL,Kieszczyński,lastname,M,109
CZ,Viterová,lastname,F,52
PL,Hopfinger,lastname,,14
HU,Levek,lastname,U,3
HU,Waltraud Susanne,firstname,,1
PL,Grzybiecki,lastname,M,3
CZ,Zupfer,lastname,M,5
HU,Margaréta Anikó,firstname,F,1
PL,Zdrążewska,lastname,F,1
PL,Gożyczka,lastname,,
PL,Mayle,lastname,,1
PL,Walaśkiewicz,lastname,,39
CZ,Turčínová Krajčová,lastname,F,1
CZ,Prečan,lastname,M,112
SK,Szonlajtnerová,lastname,,14
PL,Potraw,lastname,,3
CZ,Frey,lastname,M,198
SK,Dziják,lastname,,3
PL,Białynicz,lastname,,1
HU,Virovbal,lastname,U,3
PL,Schlifka,lastname,,9
HU,Dienesz,lastname,U,9
PL,Trojanos,lastname,,1
PL,Warszywko,lastname,,12
PL,Muchyna,lastname,,
PL,Bieninek,lastname,,1
PL,Pak,lastname,,220
CZ,Fülöp,lastname,M,41
PL,Zenio,lastname,,27
CZ,Kisugiteová,lastname,F,2
SK,Čiscoň,lastname,,13
CZ,Beata Jana,firstname,,2
PL,Marszan,lastname,,24
CZ,Šívaková,lastname,F,3
PL,Chabermas,lastname,,
PL,Rogaczyńska,lastname,,
PL,Monciwoda,lastname,,1
HU,Pasqualini,lastname,U,24
PL,Beslerzewska,lastname,,1
CZ,Willinger,lastname,M,11
PL,Juryńska,lastname,F,27
HU,Pulpiter,lastname,U,45
SK,Kúšová,firstname,,
CZ,Tien Minh,firstname,,1
CZ,Dostrašilová,lastname,F,81
PL,Laeremans,lastname,,2
SK,Žáčik,firstname,,
CZ,Gerich,lastname,M,6
PL,Fodrowski,lastname,M,138
PL,Widczyńska,lastname,F,3
CZ,Jankowský,lastname,M,1
PL,Parzusińska,lastname,F,10
PL,Horak,lastname,,560
HU,Narine,firstname,,3
HU,Tomasskovics-Németh,lastname,U,3
CZ,Hrehorčiuková,lastname,F,1
SK,Kyzúr,firstname,,
PL,Gnieduk,lastname,,1
PL,Gorajewska,lastname,F,179
CZ,Orálek,lastname,M,212
HU,László Sándor,firstname,M,85
PL,Zdęba,lastname,,57
CZ,Machavkinová,lastname,F,1
CZ,Ušiak,lastname,M,31
SK,Mačičáková,lastname,,18
CZ,Tainter Nevřelová,lastname,F,1
HU,Tárnyik,lastname,U,63
CZ,Unkurovová,lastname,F,1
CZ,Janošev,lastname,M,1
CZ,Mervart,lastname,M,300
CZ,Pospíšilová Moučková,lastname,F,1
CZ,Kunrátek,lastname,M,4
CZ,Kusnjerová,lastname,F,4
PL,Grottel,lastname,,49
PL,Mierzejowska,lastname,F,24
CZ,Kočírková,lastname,F,4
PL,Witosik,lastname,,
HU,Hajnalka Bernadett,firstname,F,4
CZ,Nevosadová,lastname,F,76
SK,Rados,lastname,,14
SK,Kárász,firstname,,
PL,Lignerska,lastname,,
HU,Ujkéri,lastname,U,18
PL,Moga,lastname,,247
CZ,Čaplánová,lastname,F,3
PL,Leistner,lastname,,3
PL,Geniusz-Mikusiński,lastname,M,6
HU,Andronachi,lastname,U,6
HU,Fattal,lastname,U,6
CZ,Bělošková,lastname,F,9
CZ,Grycová Benešová,lastname,F,1
HU,Florianschitz,lastname,U,
CZ,Fanelle,lastname,M,1
PL,Muń,lastname,,
HU,Czitanovics,lastname,U,3
PL,Chajost,lastname,,2
SK,Barusová,lastname,,72
CZ,Julie Lucie,firstname,,1
CZ,Romankiewicz,lastname,M,3
CZ,Slanařová,lastname,F,253
PL,Bysinger,lastname,,2
PL,Kudybiński,lastname,M,9
SK,Dierčan,lastname,,
HU,Cserepesné Szabó,lastname,F,3
PL,Hotowczak,lastname,,1
HU,Kitti Sára,firstname,F,7
PL,Górda,lastname,,20
PL,Cypryszewska,lastname,F,4
PL,Chaniewski,lastname,M,132
HU,Szotyori,lastname,U,60
CZ,Vija,lastname,M,6
CZ,Schönholzer,lastname,M,1
HU,Nikolett Kármen,firstname,F,1
CZ,Roland Bohumil,firstname,,1
PL,Karemańska,lastname,F,1
CZ,Shapoval,lastname,M,3
SK,Jancsurak,firstname,,
PL,Micewski,lastname,M,34
PL,Belmas,lastname,,11
SK,Dirga,firstname,,
PL,Kopytka,lastname,,
CZ,Bičej,lastname,M,6
CZ,Gottstein,lastname,M,76
PL,Bałowolska,lastname,,1
PL,Kuruck,lastname,,1
HU,Konkoly-Danyi,lastname,U,3
SK,Šulák,lastname,,107
PL,Ciemieniawska,lastname,F,1
PL,Kszysztyniak,lastname,,1
PL,Oblękowska,lastname,,1
SK,Andrejo,firstname,,
PL,Pąksa,lastname,,1
HU,Gergálné Panta,lastname,F,3
CZ,Fernandez Baláček,lastname,M,2
CZ,Jakovidu Velká,lastname,M,1
HU,Melani Melinda,firstname,F,1
CZ,Kleiberová Kidoňová,lastname,F,1
PL,Semadeni,lastname,,6
CZ,Blizdaki,lastname,M,1
CZ,Sokoláková,lastname,F,10
PL,Moik,lastname,,127
PL,Witkorek,lastname,,1
CZ,Majčák,lastname,M,3
HU,Pécsfalvi,lastname,U,3
HU,Dóra Kamilla,firstname,F,5
PL,Jagielbik,lastname,,1
SK,Fignarova,lastname,,
PL,Chołyńska,lastname,F,1
CZ,Lemarie,lastname,M,5
PL,Orszak,lastname,,183
HU,Kizek,lastname,U,6
PL,Fain,lastname,,1
CZ,Liliana Anna,firstname,,1
CZ,Bránecká,lastname,M,15
PL,Bździak,lastname,,76
PL,Ślieka,lastname,,1
PL,Kurdyak,lastname,,
SK,Harča,lastname,,10
CZ,Šefranková,lastname,F,9
PL,Płyga,lastname,,
PL,Nadstawna,lastname,,164
CZ,Fabián Marcel,firstname,,1
HU,Dörgő,lastname,U,120
SK,Chlebák,lastname,,48
PL,Nimiński,lastname,M,33
PL,Siepczyńska,lastname,F,6
PL,Kubas,lastname,,3071
PL,Rachoński,lastname,M,4
SK,Ochotnicka,lastname,,
CZ,Jan Santiago,firstname,,1
CZ,Výmolová Kodlová,lastname,F,1
PL,Brożyńska,lastname,F,638
PL,Stekmiler,lastname,,
CZ,Laura Petra,firstname,,1
CZ,Danilišin,lastname,M,1
CZ,Krýnerová,lastname,F,4
PL,Doborzyński,lastname,M,34
HU,Adrienne Zita,firstname,F,1
PL,Forbisz,lastname,,1
SK,Čaliková,lastname,,3
PL,Marcinkaniec,lastname,,27
HU,Dr. Égető,lastname,U,3
HU,Orsolya Virginia,firstname,F,1
CZ,Vikarová,lastname,F,2
PL,Schrock,lastname,,4
CZ,Schlik,lastname,M,1
CZ,Aaronová,lastname,F,1
SK,Vékony,lastname,,19
HU,Nikol,firstname,F,148
PL,Cołek,lastname,,1
PL,Pejc,lastname,,7
SK,Emrich,firstname,,
CZ,Jankůpaříková,lastname,F,1
SK,Kotyra,lastname,,98
HU,Tímea Márta,firstname,F,46
HU,Ye,lastname,U,153
CZ,Scavinová,lastname,F,3
PL,Snitkiewicz,lastname,,7
CZ,Mrekajová,lastname,F,3
PL,Tymryk,lastname,,5
PL,Papiera,lastname,,29
SK,Dický,lastname,,62
PL,Kicaj,lastname,,15
PL,Smikowski,lastname,M,13
SK,Tivadar,lastname,,21
PL,Buszo,lastname,,2
SK,Pribék,firstname,,
HU,Benedik,firstname,,1
CZ,Včelička,lastname,M,32
HU,Amelita Mira,firstname,F,1
HU,Lipniczky,lastname,U,15
HU,Povenszki,lastname,U,27
PL,Koltenberg,lastname,,2
PL,Haręza,lastname,,340
HU,Atália Dominika,firstname,F,1
PL,Rudelicz,lastname,,6
SK,Vincúrová,lastname,,77
CZ,Zechmeister,lastname,M,53
CZ,Paolo Elvezio,firstname,,1
PL,Ciźmińska,lastname,,1
PL,Ferynć,lastname,,1
PL,Pedkowski,lastname,M,5
PL,Suchota,lastname,,18
PL,Slisarek,lastname,,2
CZ,Swakońová,lastname,F,2
PL,Karbon,lastname,,1
CZ,Eric Cyril,firstname,,1
PL,Soroborski,lastname,M,3
SK,Nepelová,lastname,,5
PL,Majrzyk,lastname,,
CZ,Damaská,lastname,M,4
HU,Erika Alexa,firstname,F,4
PL,Skrypło,lastname,,1
HU,Sarah Soshana,firstname,,1
PL,Remzerska,lastname,F,1
PL,Franczyk,lastname,,2340
HU,Codogno,lastname,U,6
PL,Dżał,lastname,,6
HU,Sóskuti,firstname,,
PL,Luleszewicz,lastname,,
PL,Ścigan,lastname,,62
CZ,Bornová Řehounková,lastname,F,1
HU,Stróber,lastname,U,27
PL,Oboron,lastname,,7
CZ,Nováková Domkářová,lastname,F,1
PL,Krick,lastname,,
SK,Girbová,lastname,,5
CZ,Paliwodová,lastname,F,1
PL,Srebrzycka,lastname,,1
HU,István Eliot,firstname,M,1
HU,Melánia Tünde,firstname,F,2
SK,Vidňanský,lastname,,13
CZ,Samien,firstname,,4
PL,Sołowjow,lastname,,5
PL,Kopałko,lastname,,
PL,Bratulski,lastname,M,3
HU,Béta,firstname,F,1
HU,Csaklós,lastname,U,3
HU,Éva Julianna,firstname,F,171
CZ,Nováková Boušová,lastname,F,1
SK,Sabina,firstname,F,
PL,Pluschke,lastname,,6
PL,Michaliszczyn,lastname,,
HU,Necsefor,lastname,U,6
PL,Holst,lastname,,15
PL,Parzonka,lastname,,613
PL,Kozaruk,lastname,,14
PL,Sendagi,lastname,,6
PL,Petruczynik,lastname,,144
PL,Kwaczeniuk,lastname,,29
PL,Kowacz,lastname,,496
CZ,Luhanová Úlehlová,lastname,F,1
CZ,Fabricia,firstname,,1
PL,Sterba,lastname,,7
PL,Zgiel,lastname,,
PL,Kuszewski,lastname,M,985
HU,Leona Zorka,firstname,F,1
CZ,Gotschyová,lastname,F,6
PL,Hausaman,lastname,,
CZ,Karolczyková,lastname,F,12
HU,Cuu Long,firstname,,1
HU,Rai,lastname,U,30
SK,Grassellie,lastname,,
CZ,Ellengard,firstname,,1
HU,Ruiss,lastname,U,
PL,Padeńska,lastname,,1
HU,Horenka,lastname,U,6
CZ,Venitz,lastname,M,4
CZ,Bitenglová,lastname,F,3
PL,Przykop,lastname,,2
PL,Niworowski,lastname,M,9
CZ,Dudde,lastname,M,1
PL,Wiernowski,lastname,M,3
CZ,Mercalová,lastname,F,2
HU,Stella Bernadett,firstname,F,1
CZ,Bineková,lastname,F,10
HU,Stefánia Ramóna,firstname,F,1
PL,Niezik,lastname,,1
HU,Rutkovszki,lastname,U,87
PL,Teńcza,lastname,,1
CZ,Gilanová,lastname,F,3
PL,Berżak,lastname,,4
PL,Łabęta,lastname,,18
HU,Vivien Tamara,firstname,F,6
PL,Trereszko,lastname,,
CZ,Simkovičová,lastname,F,19
PL,Płocharski,lastname,M,499
PL,Deśkiewicz,lastname,,
HU,Lionel Adnan,firstname,M,1
PL,Onielan,lastname,,
SK,Ivánová,firstname,,
HU,Patricia Míra,firstname,F,1
PL,Pankors,lastname,,1
CZ,Bahnsonová,lastname,F,2
PL,Czajczka,lastname,,
HU,Hamuth,lastname,U,18
HU,Árgyelánné Baki,lastname,F,3
HU,Skamla,lastname,U,6
CZ,Čekľovská,lastname,M,1
CZ,Iuliana,firstname,,4
PL,Trempski,lastname,M,5
PL,Sztyrar,lastname,,1
PL,Gawrycki,lastname,M,52
SK,Činčárová,lastname,,134
HU,Ruzsbánszki,lastname,U,18
PL,Bradnelska,lastname,F,1
PL,Muszeński,lastname,M,4
CZ,Luciusová,lastname,F,7
PL,Spalenstein,lastname,,1
PL,Balkow,lastname,,13
HU,Kosztka,lastname,U,75
PL,Kociabiński,lastname,M,16
PL,Pobek,lastname,,1
CZ,Vantulák,lastname,M,1
PL,Kałdyk,lastname,,9
CZ,Vilgošová,lastname,F,11
SK,Gaži,lastname,,1485
CZ,Dragi,firstname,,2
CZ,Marinkova,lastname,M,1
PL,Luxmoore,lastname,,2
CZ,Odehnalová,lastname,F,1174
CZ,Iva Vanessa,firstname,,1
SK,Cáfal,lastname,,19
PL,Gader,lastname,,1
HU,Michler,lastname,U,3
HU,Kinga Irma,firstname,F,3
SK,Žuľa,lastname,,22
PL,Damm,lastname,,173
PL,Dzionek,lastname,,391
SK,Štabrila,lastname,,6
PL,Skalny,lastname,,437
PL,Siedy,lastname,,31
HU,Melitta Cintia,firstname,F,1
HU,Panolin,lastname,U,3
HU,Adél Anikó,firstname,F,1
PL,Orwińska,lastname,F,33
CZ,Schedelik,lastname,M,1
PL,Żachradny,lastname,,
HU,Rigó,lastname,U,4125
PL,Zbiralska,lastname,,1
PL,Materzyński,lastname,M,22
HU,Márton Bonifác,firstname,M,2
CZ,Szubinská,lastname,M,2
CZ,Pacetti,lastname,M,20
CZ,Cusacková,lastname,F,3
PL,Bromgau,lastname,,6
CZ,Natalie Amy,firstname,,1
HU,Olivér Gerardo,firstname,M,1
CZ,Borč,lastname,M,100
PL,Plońka,lastname,,1
SK,Sovic,lastname,,
SK,Marczi,firstname,,
CZ,Cypro,lastname,M,22
CZ,Zíbrová,lastname,F,13
PL,Siedzeniewska,lastname,,
CZ,Libor Ernst,firstname,,1
HU,Niké Zita,firstname,F,1
PL,Karrasz,lastname,,1
PL,Singajewska,lastname,,
CZ,Pešoutová Bryksíová,lastname,F,1
PL,Pawlinorz,lastname,,4
CZ,Genčurová,lastname,F,32
PL,Gałdyńska,lastname,F,74
CZ,Šařecová,lastname,F,15
CZ,Čiriková,lastname,F,4
CZ,Linda René,firstname,,1
PL,Słys,lastname,,1
CZ,Nováková Soukupová,lastname,F,1
PL,Matuzelski,lastname,M,20
PL,Bezwiński,lastname,M,96
PL,Dornbach,lastname,,4
CZ,Krywulako,lastname,M,1
PL,Raczynska,lastname,F,27
PL,Dziwgieł,lastname,,1
PL,Szczosak,lastname,,
SK,Šimiak,lastname,,13
CZ,Suhajda,lastname,M,2
SK,Steinhubel,firstname,,
HU,Vrezgo,lastname,U,3
PL,Ankikiel,lastname,,11
PL,Dziengela,lastname,,
PL,Byber,lastname,,61
CZ,Tadesse,lastname,M,2
CZ,Kociánová Habermannová,lastname,F,1
PL,Jarnowiecki,lastname,M,7
HU,Bianka Molli,firstname,F,1
CZ,Mešejdová,lastname,F,9
HU,Ollári,lastname,U,240
CZ,Voldan,lastname,M,9
HU,Pachwicewicz,lastname,U,3
PL,Walerjańczyk,lastname,,71
PL,Adolfer,lastname,,2
PL,Zamborowski,lastname,M,2
PL,Opolona,lastname,F,106
PL,Chlebiński,lastname,M,198
CZ,Pranková,lastname,F,2
PL,Pionek,lastname,,13
SK,Cighardová,lastname,,11
PL,Wrzesniowska,lastname,F,2
SK,Semseiová,lastname,,18
CZ,Paukertová Hypiusová,lastname,F,1
PL,Rzottky,lastname,,1
PL,Płąchocka,lastname,F,15
PL,Krzywosądzka,lastname,F,60
CZ,Lempersová,lastname,F,1
PL,Doszel,lastname,,5
PL,Grechowska,lastname,,1
SK,Multáň,lastname,,21
HU,Csákóy,lastname,U,3
HU,Golis,lastname,U,6
PL,Basia,firstname,F,8
HU,Hacky,lastname,U,
PL,Dowgint-Nieciuński,lastname,M,7
PL,Aponiewicz,lastname,,15
PL,Kiryk,lastname,,329
SK,Očovský,lastname,,64
HU,Mancher,lastname,U,6
HU,Pfalzer,lastname,U,3
CZ,Španielová,lastname,F,59
HU,Bernadette Katalin,firstname,F,4
HU,Magdolna Zsófia,firstname,F,4
PL,Łubaszewicz,lastname,,3
PL,Jaborowski,lastname,M,36
CZ,Vandame,lastname,M,3
PL,Foszczej,lastname,,9
CZ,Šebšajevičová,lastname,F,1
HU,Andreicska,lastname,U,
CZ,Hobrlantová,lastname,F,11
HU,Édua Zolna,firstname,F,1
SK,Krutáková,lastname,,30
SK,Korčok,lastname,,150
CZ,Erika Carol,firstname,,1
PL,Kludzikowski,lastname,M,28
CZ,Wiechers,lastname,M,1
CZ,Breškovec,lastname,M,16
PL,Kielusińska,lastname,,
CZ,Kohlschűtter,lastname,M,2
CZ,Erik Theodor,firstname,,1
PL,Kreczy,lastname,,3
CZ,Kozlovskyj,lastname,M,1
PL,Ściecińska,lastname,F,2
HU,Kontermann,lastname,U,3
PL,Krzetyk,lastname,,1
PL,Ungechojer,lastname,,1
PL,Sobiech,lastname,,3164
CZ,Joseph Daniel,firstname,,1
HU,Forkly,lastname,U,
SK,Sushko,firstname,,
SK,Poórová,lastname,,91
PL,Bujanarowski,lastname,M,1
CZ,Skóra,lastname,M,1
HU,Éva Tifani,firstname,F,1
SK,Chuchka,firstname,,
HU,Abosi,lastname,U,24
CZ,Švekušová,lastname,F,1
PL,Cieślarz,lastname,,
PL,Brzdąkała,lastname,,4
PL,Lipiato,lastname,,4
SK,Korpa-Ondová,lastname,,13
HU,Gliguta,lastname,U,12
SK,Kánová-Zlúkyová,firstname,,
PL,Mnichowicz,lastname,,47
PL,Halmann,lastname,,64
PL,Żuroń,lastname,,1
SK,Vašenko,lastname,,5
CZ,Repiková,lastname,F,2
HU,Felszeghyné Ferenczi,lastname,F,3
PL,Szczybowska,lastname,F,1
HU,Hilária Gitta,firstname,F,1
HU,Imola Petra,firstname,F,3
PL,Gierszewska,lastname,F,3259
CZ,Borstein,lastname,M,1
SK,Mladučký,lastname,,13
HU,Alex Koppány,firstname,M,2
CZ,Dussaix,lastname,M,2
PL,Witajło,lastname,,1
HU,Árgyelánné Pribék,lastname,F,3
PL,Będzicki,lastname,M,7
CZ,Kirkopulos,lastname,M,2
SK,Csincsar,lastname,,
CZ,Sarris,lastname,M,1
CZ,Jasmína Ella,firstname,,3
CZ,El-Mokdadová,lastname,F,2
PL,Balawejder,lastname,,309
SK,Luchava,lastname,,37
PL,Haruń,lastname,,4
PL,Gerban,lastname,,3
SK,Ruzsíková,firstname,,
CZ,Štepianská,lastname,M,1
CZ,Wolfe,lastname,M,6
CZ,Freissler,lastname,M,7
HU,Hartvég,lastname,U,12
CZ,Řepický,lastname,M,3
PL,Fronków,lastname,,1
PL,Pecolt,lastname,,85
PL,Uscjaniuk,lastname,,1
CZ,Burkhardtová,lastname,F,22
SK,Brančanová,lastname,,6
HU,Losonczki,lastname,U,66
CZ,Gyurko,lastname,M,10
PL,Koszow,lastname,,1
SK,Števicová,lastname,,24
CZ,Kendová,lastname,F,7
SK,Golvoňová,lastname,,19
CZ,Peytchev,lastname,M,1
HU,Munková,lastname,U,3
PL,Schwarzenberg,lastname,,8
PL,Lebiedzka,lastname,F,87
PL,Andzinska,lastname,F,1
PL,Neidhardt,lastname,,14
SK,Petra Kajňak,lastname,,2
CZ,Schwáb,lastname,M,20
PL,Młoteska,lastname,,1
CZ,Batonožek,lastname,M,6
PL,Żrebiel,lastname,,1
CZ,Hugrová,lastname,F,23
HU,Abdul-Gane,firstname,,1
SK,Rovnanik,lastname,,
CZ,Tyrk,lastname,M,13
PL,Golinkiewicz,lastname,,25
HU,Beatrix Denisa,firstname,F,1
CZ,Maria-Laura,firstname,,1
PL,Rokosza,lastname,,22
PL,Sejka,lastname,,36
PL,Kasterek,lastname,,1
PL,Tytdke,lastname,,3
PL,Niklasch,lastname,,1
CZ,Ivankiva,lastname,M,2
CZ,Karliš,lastname,M,5
HU,Franciska Dalma,firstname,F,1
CZ,Petrašovský,lastname,M,5
CZ,Lešniková,lastname,F,5
HU,Rogerson,lastname,U,3
CZ,Ovčinikovová,lastname,F,1
CZ,Žihla,lastname,M,49
HU,Boglárka Aténa,firstname,F,1
PL,Kotwikowski,lastname,M,15
CZ,Dřízal,lastname,M,30
PL,Lizewska,lastname,F,4
